Nama Pengguna,Rating,Tanggal,Ulasan,Sentimen,Ulasan_Bersih
Pengguna Google,1,2026-01-29 08:19:34,my Pertamina yg terhormat...sy mau buat barcode saja sepayah ini. aplikasi my Pertamina mengatakan e.ktp sy tidak asli dan terjadi perubahan nik... sedangkan e.ktp sy asli. aplikasi dungu,Negatif,my pertamina terhormatsy mau buat barcode saja payah aplikasi my pertamina kata ektp sy tidak asli jadi ubah nik sedang ektp sy asli aplikasi dungu
Pengguna Google,1,2026-01-29 08:18:04,selalu sibuk di suruh coba beberapa saat lagi terus,Negatif,selalu sibuk suruh coba beberapa saat lagi terus
Pengguna Google,1,2026-01-29 06:07:18,pelayanan lama untuk bikin barcode nya,Negatif,layan lama bikin barcode nya
Pengguna Google,1,2026-01-28 21:36:50,"kenapa metode pembayaran ovo di myp gak bisa ya.??? udah gitu kita mau bayar dengan metode Q-Ris di beberapa SPBU PERTAMINA suka tidak bisa... ini bukan nya mempermudah pembayaran malah bikin susah,, udah gitu barcode juga udah di scan jadi harus nunggu 1 jam lagi jika mau ke SPBU lain..",Negatif,kenapa metode bayar ovo myp gak bisa ya udah gitu kita mau bayar metode qris beberapa spbu pertamina suka tidak bisa bukan nya mudah bayar malah bikin susah udah gitu barcode juga udah scan jadi harus nunggu jam lagi jika mau spbu lain
Pengguna Google,5,2026-01-28 21:30:32,ok,Positif,ok
Pengguna Google,5,2026-01-28 21:21:29,mantap,Positif,mantap
Pengguna Google,5,2026-01-28 20:53:12,yeeesss,Positif,yeeesss
Pengguna Google,1,2026-01-28 19:32:14,"Perbaiki server lagi...sekelas BUMN, tp tidak profesional",Negatif,baik server lagisekelas bumn tp tidak profesional
Pengguna Google,1,2026-01-28 18:20:16,"Sebenarnya aplikasi ini dikasih bintang 1 aja masih kurang layak, sistem operasi server dalam olah data saja abnormal (sering error, error bukan 1-2 jam, ini malah 1x24 jam), mau mendaftarkan ulang kendaraan saja selalu error yang diinfonya ""kendaraan sudah terdaftar"" tapi disuruh untuk daftar kembali lagi. seakan sistem aplikasi ini hasil coding timpa file saja (kalo nimpa dipikir). kesimpulannya, ini aplikasi cacat yang dipaksakan beroperasi untuk memenuhi tuntutan title ""negara maju"".",Negatif,benar aplikasi kasih bintang aja masih kurang layak sistem operasi server dalam olah data saja abnormal sering error error bukan jam malah x jam mau daftar ulang kendara saja selalu error info kendara sudah daftar tapi suruh daftar kembali lagi akan sistem aplikasi hasil coding timpa file saja kalo nimpa pikir simpul aplikasi cacat paksa operasi penuh tuntut title negara maju
Pengguna Google,1,2026-01-28 16:09:49,setelah update plat tidak bisa daftar kembali,Negatif,telah update plat tidak bisa daftar kembali
Pengguna Google,1,2026-01-28 15:18:23,SISTEM PEMBAYARAN VIA OVO NYA DI PERBAIKI!!! UDAH 2 MINGGU GABISA DI PAKAI!!!,Negatif,sistem bayar via ovo nya baik udah minggu gabisa pakai
Pengguna Google,5,2026-01-28 14:15:04,Kereen,Positif,kereen
Pengguna Google,5,2026-01-28 14:03:06,ada masuk,Positif,ada masuk
Pengguna Google,5,2026-01-28 12:41:41,membantu driver online,Positif,bantu driver online
Pengguna Google,5,2026-01-28 12:28:24,fungsi,Positif,fungsi
Pengguna Google,5,2026-01-28 10:21:06,sangat membantu,Positif,sangat bantu
Pengguna Google,5,2026-01-28 09:29:32,cepat dan tepat,Positif,cepat tepat
Pengguna Google,5,2026-01-28 07:51:49,sangat luar biasa dan membantu dimana seluruh SPBU.,Positif,sangat luar biasa bantu mana seluruh spbu
Pengguna Google,5,2026-01-28 07:22:57,ramah sopan santun mantap,Positif,ramah sopan santun mantap
Pengguna Google,1,2026-01-28 06:30:36,"lelet kali kalian ini kerja ,perbaikan ovo sudah 3 hari belum selesai?",Negatif,lelet kali kalian kerja baik ovo sudah hari belum selesai
Pengguna Google,1,2026-01-28 06:19:53,aplikasi pemerintah ga pernah ga busuk,Negatif,aplikasi perintah tidak pernah tidak busuk
Pengguna Google,5,2026-01-28 04:58:39,"aplikasi banyak bug, saya pakai metode pembayaran pakai gopay tidak bisa bayar, padahal di apk mypertamina udah terhubung dan menjadi dompet utama. tolong di perbaiki metode pembayaran pakai GO-PAY",Positif,aplikasi banyak bug saya pakai metode bayar pakai gopay tidak bisa bayar padahal aplikasi mypertamina udah hubung jadi dompet utama tolong baik metode bayar pakai gopay
Pengguna Google,5,2026-01-28 01:30:24,mantap,Positif,mantap
Pengguna Google,5,2026-01-28 00:06:40,ok,Positif,ok
Pengguna Google,5,2026-01-27 21:16:37,bagus,Positif,bagus
Pengguna Google,5,2026-01-27 18:10:23,baguss,Positif,baguss
Pengguna Google,5,2026-01-27 14:17:13,good,Positif,good
Pengguna Google,1,2026-01-27 14:15:01,kenapa ya BUMN kalo bikin apk sering bug eror giliran upded mau byar pake ovo mlah gak bisa terus minimal kalo ada kerusakan 2 mnggu cukup ini udah sebulan lebih masih gak bisa pake ovo,Negatif,kenapa ya bumn kalo bikin aplikasi sering bug eror gilir upded mau byar pake ovo mlah gak bisa terus minimal kalo ada rusa mnggu cukup udah bulan lebih masih gak bisa pake ovo
Pengguna Google,5,2026-01-27 13:02:30,ok,Positif,ok
Pengguna Google,1,2026-01-27 12:25:28,saya mau buat barkot BBM sangat sulit,Negatif,saya mau buat barkot bbm sangat sulit
Pengguna Google,5,2026-01-27 10:31:03,kenapa barcodeny gk bisa dilihat diaplikasi ini,Positif,kenapa barcodeny tidak bisa lihat aplikasi
Pengguna Google,4,2026-01-27 10:24:48,mantapp👍👍👍,Positif,mantapp
Pengguna Google,1,2026-01-27 10:19:34,"saya sudah 3 hari ini mau mendaftar Mobil baru LCGC ntuk BBM subsidi pertalite, tetapi di aplikasi kasi coba lagi & coba lagi ... begitu terus menerus... bagaimana sebenarnya Aplikasi ini ...?",Negatif,saya sudah hari mau daftar mobil baru lcgc ntuk bbm subsidi pertalite tetapi aplikasi kasi coba lagi coba lagi begitu terus terus bagaimana benar aplikasi
Pengguna Google,5,2026-01-27 07:40:32,Mudah d gunakan,Positif,mudah d guna
Pengguna Google,1,2026-01-27 07:31:20,"untuk aplikasinya udah bagus , cuman menurut saya kurang mendukung.. masih kalah cepet sama pembayaran cash.. sering banget setiap SPBU kalau mau barcode susah munculnya smpe antrian panjang.. seharusnya untuk pelayanan qris yg di motor ada barcode di tmpt antri.. jadi sebelum isi bensin udah bayar.. petugas isi bensin kita scan barcode",Negatif,aplikasi udah bagus cuman turut saya kurang dukung masih kalah cepet sama bayar cash sering banget tiap spbu kalau mau barcode susah muncul smpe antri panjang harus layan qris motor ada barcode tmpt antri jadi belum isi bensin udah bayar tugas isi bensin kita scan barcode
Pengguna Google,5,2026-01-27 06:49:55,mantap,Positif,mantap
Pengguna Google,1,2026-01-27 04:34:24,aplikasi yang membuat masyarakat jadi ruwet,Negatif,aplikasi buat masyarakat jadi ruwet
Pengguna Google,4,2026-01-27 04:27:30,lebih baik,Positif,lebih baik
Pengguna Google,1,2026-01-26 20:59:05,banyak pom bensin Pertamina yg menolak,Negatif,banyak pom bensin pertamina tolak
Pengguna Google,5,2026-01-26 19:16:25,min untuk poin adain juga donk untuk pembelian pertamax di pertashop. masak pertashop gk bisa nrima pembelian via my pertamina. padahal belinya pertamax.,Positif,min poin adain juga donk beli pertamax pertashop masak pertashop tidak bisa nrima beli via my pertamina padahal beli pertamax
Pengguna Google,5,2026-01-26 18:44:28,mantap,Positif,mantap
Pengguna Google,1,2026-01-26 17:58:37,sering error... lelet penanganan nya,Negatif,sering error lelet tangan nya
Pengguna Google,5,2026-01-26 17:23:18,my pertamina. mantapp,Positif,my pertamina mantapp
Pengguna Google,5,2026-01-26 16:26:17,sangat bagus,Positif,sangat bagus
Pengguna Google,5,2026-01-26 15:41:57,sangat puas dan aman terpecaya,Positif,sangat puas aman terpecaya
Pengguna Google,5,2026-01-26 12:15:23,kaka saya. tidak bisa mendaftar barcode di mypertamina mohon bantu saya. untuk daftarkan,Positif,kaka saya tidak bisa daftar barcode mypertamina mohon bantu saya daftar
Pengguna Google,5,2026-01-26 11:08:47,mantap,Positif,mantap
Pengguna Google,5,2026-01-26 10:25:28,teebaik,Positif,teebaik
Pengguna Google,5,2026-01-26 09:17:57,mantap,Positif,mantap
Pengguna Google,4,2026-01-26 07:12:33,sampai kapan pembayaran melalui OVO ny bisa d gunakan lagi???,Positif,sampai kapan bayar lalu ovo ny bisa d guna lagi
Pengguna Google,5,2026-01-25 23:32:52,ok,Positif,ok
Pengguna Google,5,2026-01-25 22:18:00,"MY PERTAMINA ,Smua jadi cepat & Praktis..",Positif,my pertamina smua jadi cepat praktis
Pengguna Google,5,2026-01-25 22:14:40,mantaapp,Positif,mantaapp
Pengguna Google,5,2026-01-25 21:22:11,sangat puas dan membantu di saat tidak bawa uang cash,Positif,sangat puas bantu saat tidak bawa uang cash
Pengguna Google,5,2026-01-25 19:57:52,bagus,Positif,bagus
Pengguna Google,5,2026-01-25 19:02:21,Terbaik No. 1,Positif,baik no
Pengguna Google,2,2026-01-25 18:48:53,barcode kekecilan,Negatif,barcode kecil
Pengguna Google,2,2026-01-25 17:42:17,pakai gopay ga bisa2,Negatif,pakai gopay tidak bisa
Pengguna Google,1,2026-01-25 16:53:09,ni bagaimana si.. habis majek 5 th ganti plat jadi putih qrcode lama harus ganti.. ndaftarin ulang mobil ditolak alasan mirip dengan mobil lama?? ya iya lah mirip lha mobil nya sama beda plat doank,Negatif,ni bagaimana si habis majek th ganti plat jadi putih qrcode lama harus ganti ndaftarin ulang mobil tolak alas mirip mobil lama ya iya lah mirip lha mobil nya sama beda plat doank
Pengguna Google,5,2026-01-25 15:16:07,good app,Positif,good app
Pengguna Google,5,2026-01-25 15:05:49,supaya BBM jenis solar lebih di lancarkan lagi di SPBU Sumsel,Positif,supaya bbm jenis solar lebih lancar lagi spbu sumsel
Pengguna Google,4,2026-01-25 12:47:04,Tingkat kan lagi,Positif,tingkat kan lagi
Pengguna Google,4,2026-01-25 12:19:05,kalo boleh saran 2026 metode pembayaran nya di perbanyak lagi biar lebih gampang untuk pengguna lainnya contohnya seabank atau pun bank digital lainnya🙏,Positif,kalo boleh saran metode bayar nya banyak lagi biar lebih gampang guna lain contoh seabank atau pun bank digital lain
Pengguna Google,4,2026-01-25 11:18:16,"agak ribet sih, tp ya mau gimana ini sudah jadi peraturan pemerintah. mgkin tujuannya utk meminimalisir terjadinya Fraud. thanks",Positif,agak ribet sih tp ya mau gimana sudah jadi atur perintah mgkin tuju utk meminimalisir jadi fraud thanks
Pengguna Google,1,2026-01-25 11:14:29,"Saya mengalami kendala saat pengisian data diri, pengajuan saya ditolak karena KTP sy buram. tapi, sehari kemudian sy dapatkan eKTP terbaru dan sy perbaiki data dan lengkapi, namun masih belum terverifikasi hingga saat ini. mohon bantuannya agar pendaftaran Kendaraan sy bisa tuntas dan sy mendapatkan BARCODE / QR CODE untuk pembelian Pertalite di SPBU... terima kasih 🙏",Negatif,saya alami kendala saat isi data diri aju saya tolak karena ktp sy buram tapi hari kemudian sy dapat ektp baru sy baik data lengkap namun masih belum verifikasi hingga saat mohon bantu agar daftar kendara sy bisa tuntas sy dapat barcode qr code beli pertalite spbu terima kasih
Pengguna Google,1,2026-01-25 09:06:53,"subsidi harus ajukan, prosesnya sulit klo foto tidak jelas di tolak foto yang jelas harus pake hp mahal bos kayaknya gak perlu subsidi klo udah pake hp mahal sih",Negatif,subsidi harus aju proses sulit klo foto tidak jelas tolak foto jelas harus pake hp mahal bos kayak gak perlu subsidi klo udah pake hp mahal sih
Pengguna Google,1,2026-01-25 09:00:01,"Ribet gagal trus proses nya, kara sandi sudah benar disalahkan terus. Saat maunreset kata sandi dikasih link email malah ke playstore gajelas",Negatif,ribet gagal trus proses nya kara sandi sudah benar salah terus saat maunreset kata sandi kasih link email malah playstore gajelas
Pengguna Google,5,2026-01-25 08:59:52,"mantaps,",Positif,mantaps
Pengguna Google,1,2026-01-25 08:38:28,Verifikasi mulu... ya gak kelar-kelar.. sekelas Pertamina menggunakan aplikasinya yg ecek2.. parah dah nih,Negatif,verifikasi mulu ya gak kelarkelar kelas pertamina guna aplikasi ecek parah dah nih
Pengguna Google,5,2026-01-25 07:47:56,keren,Positif,keren
Pengguna Google,5,2026-01-25 05:09:18,Ok,Positif,ok
Pengguna Google,5,2026-01-25 00:30:12,ok,Positif,ok
Pengguna Google,5,2026-01-24 20:03:51,"aplikasi keren, 🔥",Positif,aplikasi keren
Pengguna Google,1,2026-01-24 19:29:13,SEkelas Pertamina bos barcode tidak aktif MINTA PEMBARUAN giliran diperbarui tapi ditolak 3 hari berkutat di aplikasi ini terus yasalam lawak bgt,Negatif,kelas pertamina bos barcode tidak aktif minta baru gilir baru tapi tolak hari kutat aplikasi terus yasalam lawak banget
Pengguna Google,1,2026-01-24 18:21:37,ini kapan pembayaran pakai OVO beres? dari kemarin perbaikan melulu gak selesai2,Negatif,kapan bayar pakai ovo beres kemarin baik melulu gak selesai
Pengguna Google,5,2026-01-24 17:43:49,fast respon,Positif,fast respon
Pengguna Google,1,2026-01-24 13:52:00,gembel lah. maintenance ovo nya lama banget. bikin rugi waktu aja ngantri,Negatif,gembel lah maintenance ovo nya lama banget bikin rugi waktu aja ngantri
Pengguna Google,1,2026-01-24 11:59:12,nyusahin orang susah ni barkode,Negatif,nyusahin orang susah ni barkode
Pengguna Google,5,2026-01-24 11:51:17,keren,Positif,keren
Pengguna Google,1,2026-01-24 10:43:36,"di spbu pertamina, saat ingin beli di spbu. sering sangat.. sangat sering. petugas bilang. my pertamina sefamg tidak bisa. atau beli harus kelipatan 50. sedangkan di aplikasi nominal 10 sj bisa. mending u bnerin drpda bnyk yg uninstal klo luasa bodo lu anggap yg beli kes jg bnyk. u harus siap akan ketinggalan",Negatif,spbu pertamina saat ingin beli spbu sering sangat sangat sering tugas bilang my pertamina sefamg tidak bisa atau beli harus kelipat sedang aplikasi nominal sj bisa mending u bnerin drpda bnyk uninstal klo luasa bodo lu anggap beli kes jg bnyk u harus siap akan tinggal
Pengguna Google,1,2026-01-24 10:37:52,"minta tolong dong di benahi, dari tanggal 20/01/2026 sampai hari ini tgl 24/01/2026 jam 10.39 pembayaran menggunakan ovo tidak bisa..... masa trouble hampir 1 minggu🫠🫠🫠",Negatif,minta tolong dong benah tanggal sampai hari tgl jam bayar guna ovo tidak bisa masa trouble hampir minggu
Pengguna Google,1,2026-01-24 09:32:48,"bukan mempermudah malah mempersulit ini aplikasi, masa tiba -tiba kendaraan saya tidak di temukan di aplikasi, walaupun ada aplikasi tetap banyak penampung BBM, aplikasi ini tdk efektif dan hanya mempersulit, cangih dari mana, mending ke pengisian lain kalau ada.",Negatif,bukan mudah malah sulit aplikasi masa tiba tiba kendara saya tidak temu aplikasi walaupun ada aplikasi tetap banyak tampung bbm aplikasi tidak efektif hanya sulit cangih mana mending isi lain kalau ada
Pengguna Google,5,2026-01-24 08:37:38,Good Ness,Positif,good ness
Pengguna Google,5,2026-01-24 07:59:00,jos jis,Positif,jos jis
Pengguna Google,5,2026-01-24 02:14:28,oke,Positif,oke
Pengguna Google,2,2026-01-24 00:46:49,jelek banget ini apk nya sumpah jaringan gua full bagus pas mau bayar lelet banget sumpah jangan pake dah ini,Negatif,jelek banget aplikasi nya sumpah jaring gua full bagus pas mau bayar lelet banget sumpah jangan pake dah
Pengguna Google,2,2026-01-23 22:40:48,oneklik bca jd tidak bisa.. payah,Negatif,oneklik bca jd tidak bisa payah
Pengguna Google,1,2026-01-23 21:50:08,"Lagi pembaruan dh ngantri panjang² , Ewallet dalam perbaikan, anda susahkan saya, saya susahkan balik anda",Negatif,lagi baru dh ngantri panjang ewallet dalam baik anda susah saya saya susah balik anda
Pengguna Google,5,2026-01-23 21:48:59,sangat baik,Positif,sangat baik
Pengguna Google,5,2026-01-23 18:41:53,baik,Positif,baik
Pengguna Google,5,2026-01-23 17:50:33,"sampah banget, dicoba di hp ,di komputer pake hp lain di unistall instal lagi.. pake crome terbaru.. tetep pengajuan gagal. buang pulsa juga telp call center kirain bisa ngebantu..",Positif,sampah banget coba hp komputer pake hp lain unistall instal lagi pake crome baru tetep aju gagal buang pulsa juga telp call center kirain bisa ngebantu
Pengguna Google,5,2026-01-23 16:44:43,muantapp,Positif,muantapp
Pengguna Google,1,2026-01-23 15:10:53,ini aplikasi nya TDK bisa di gunakan ya lemot,Negatif,aplikasi nya tidak bisa guna ya lot
Pengguna Google,5,2026-01-23 12:55:43,oke,Positif,oke
Pengguna Google,1,2026-01-23 10:12:00,Sulit mwndaftarkan BBM Subsidi pafahal data yg dimasukkan sdh sesuai juga fotonya sdh sesuai petunjuk,Negatif,sulit mwndaftarkan bbm subsidi pafahal data masuk sdh sesuai juga foto sdh sesuai tunjuk
Pengguna Google,4,2026-01-23 09:27:13,my pertamina tidak semua bbm bisa di beli melalui aplikasi hanya pertamax,Positif,my pertamina tidak semua bbm bisa beli lalu aplikasi hanya pertamax
Pengguna Google,5,2026-01-23 07:46:36,Oke keren,Positif,oke keren
Pengguna Google,1,2026-01-23 07:21:44,"Gak ngerti atas dasar apalah ada program gini.dulu bertahun2 tanpa barcode,aman sentosa ni mobil.skrg malah dipersulit hadeh",Negatif,gak ngerti atas dasar apa ada program ginidulu tahun tanpa barcodeaman sentosa ni mobilskrg malah sulit hadeh
Pengguna Google,4,2026-01-23 01:57:27,min saya mau daftarin buat dapat barcode ko gagal terus yah,Positif,min saya mau daftarin buat dapat barcode ko gagal terus yah
Pengguna Google,1,2026-01-22 21:42:49,"Oiiii, yang bener bikin aplikasi, verifikasi ktp aja kalian bikin orang kewalahan. 5 kalo nelpon cs ga ada hasilnya pakai kamera hp mahal loh ini gw foto, tetap ditolak dibilang indikasi diedit. Sampai sekarang ga pernah berhasil, coba puluhan kali. Lol. Benerin bos",Negatif,oiiii bener bikin aplikasi verifikasi ktp aja kalian bikin orang kewalahan kalo nelpon cs tidak ada hasil pakai kamera hp mahal loh gw foto tetap tolak bilang indikasi edit sampai sekarang tidak pernah hasil coba puluh kali lol benerin bos
Pengguna Google,5,2026-01-22 21:05:45,"sangat mudah digunakan, proses cepat",Positif,sangat mudah guna proses cepat
Pengguna Google,2,2026-01-22 20:31:25,Pembayaran via OVO kapan beresnya ??????????? Problem Solving nya lama banget..,Negatif,bayar via ovo kapan beres problem solving nya lama banget
Pengguna Google,1,2026-01-22 20:23:27,"Saya mau aktivasi Subsidi Tepat, tapi ditolak dengan alasan foto KTP terindikasi Editan, kan kocak, mau bayar/beli aja dipersulit.",Negatif,saya mau aktivasi subsidi tepat tapi tolak alas foto ktp indikasi edit kan kocak mau bayarbeli aja sulit
